Title,Summary,Publishing Date
"How to organize your refrigerator, according to an expert","People think if they have a lot of stuff, they can’t organize it, but that’s not true.
Storage ideas using products around your houseThese storage ideas don’t require buying special products.
Ziploc baggies: ""I love using freezer bags in the actual fridge for lots of things,"" says Tunit.
""I love using freezer bags in the actual fridge for lots of things,"" says Tunit.
Office supplies: “I love using a stacked office paper holder to add levels for storage,"" says Tunit.",07/22/2020
Russian teen soccer player struck by lightning during training,"Teammates at his Moscow club feared the worst when they saw Ivan Zaborovsky hit by a bolt of lightning and knocked unconscious, but he survived with just a small burn on his chest where he was wearing a chain.",07/22/2020
Environmental emergency: What caused the Arctic oil spill?,"In what environmentalists believe to be the biggest oil spill in the Arctic Circle, 20,000 tonnes of diesel flowed across the Siberian landscape.
NBC News Forensics investigates the cause of the Norilsk disaster, why it took so long to respond and how far the pollution spread.",07/22/2020
Singer Lady A speaks out on band Lady Antebellum’s name change to Lady A,"Country group Lady Antebellum recently changed its name to Lady A to try and get rid of the name’s connection to slavery.
Now they are in a legal battle with Anita White, a Black singer, who’s already used the name Lady A for decades.
NBC News’ Lawrence Jackson spoke to White who said, “I am not giving up.”",07/22/2020
Michael Cohen sues Attorney General Bill Barr,"Michael Cohen sues Attorney General Bill Barr, alleging that Cohen was taken back into custody to prevent publication of a book.
According to the lawsuit, the book would contain damaging information about President Trump.",07/22/2020
"Nightly News: Kids Edition (July 21, 2020)","Dr. John Torres answers viewer questions about the coronavirus pandemic, Bill Nye talks about the Comet Neowise and how to see it, and Lester Holt interviews Ryan Kaji and his family about how they’re helping frontline workers.",07/22/2020
Niagara Falls tour boats show difference in how US and Canada handle pandemic,"Video of two sightseeing boats at Niagara Falls dramatizes how differently the U.S. and Canada are handling the coronavirus pandemic: Passengers are pretty tightly packed on a U.S. boat, while a Canadian boat provides plenty of social distance.
NBC’s Miguel Almaguer reports for TODAY.",07/22/2020
New coronavirus surge threatens airline industry’s recovery,"Just as passengers are starting to return to air travel in small numbers, the new surge in coronavirus cases is stalling the fragile airline industry’s recovery.
NBC’s Tom Costello reports for TODAY from Reagan National Airport.",07/22/2020
Delta Air Lines CEO: ‘You cannot board a Delta plane without a mask on’,"Joining TODAY from Delta Air Lines headquarters in Atlanta, Ed Bastian, the company’s CEO, says “the flight experience today is really positive,” pointing out that Delta planes are sanitized, booked only 60 percent full, and require masks.
He says the company has reduced its cash burn since March and that he hopes the company will not need more money from the government to keep going.",07/22/2020
We can pay for a coronavirus stimulus package. Just trim 10 percent off the military budget.,"This year, that gap has only widened further, with the Pentagon budget totaling more than 92 times the $8 billion budget for the CDC.
In fact, the ballooning defense budget even exceeds the cost of Medicare, which totaled $644 billion in 2019.
In the same poll, half of the Republicans polled said they would support a similar defense budget cut to pay for health care, housing, education and combating the COVID-19 pandemic.
The Progressive Caucus, which we co-chair, supports the Pocan-Lee-Jayapal amendment, which would cut the Pentagon budget by 10 percent.
We hope our colleagues will join us in voting to cut the Pentagon budget, so we can redirect funding to where it’s needed in our communities.",07/22/2020
It's not poachers killing elephants in Botswana. That worries conservationists.,"Hundreds of elephant carcasses have been found scattered across a remote, narrow region of the north — and poaching isn't to blame.
""Wherever these elephants went when they stepped out of Botswana, they were either poached or killed or they were shot by hunters, so no wonder they concentrated back into northern Botswana,"" Kat said.
An estimated 130,000 elephants live in Botswana, about 18,000 of which forage in the immediate area where the carcasses were found.
Africa's elephant population has diminished to about 415,000 from 3 million to 5 million a century ago, according to the World Wildlife Fund.
""The fact that Botswana has the world's largest elephant population is testimony to our commitment to conservation of the species.""",07/22/2020
The hidden hand that uses money to reform troubled police departments,"These smaller departments rarely make national news, but they are more likely than big-city departments to be troubled, experts said.
Across the nation, city insurers have demonstrated surprising success in ""policing the police,"" eliminating risky protocols, ousting police chiefs and even closing problematic departments altogether.
When the customers are police departments, ""loss prevention"" means teaching police departments how to reduce risk.
When Thomas' mother reported a domestic dispute, a Pierce County SWAT team that included Lakewood officers responded with military-style vehicles, explosives and snipers.
After Thomas' death, the Lakewood department looked quite similar.",07/22/2020
'It's not worth it': Young women on how TikTok has warped their body image,"The next month, Long was diagnosed with an eating disorder and sent to a treatment center.
“When I initially downloaded TikTok, I saw a lot of really, really negative body image videos,” said Brittani Lancaster, a TikTok body positive activist.
TikTok “seems very reminiscent of pro-ana Tumblr circa 2013,” said body positive activist and TikTok user Melody Young, using an abbreviation for pro-anorexia.
The comments sections of TikTok videos can also host troubling content, with users disparaging their own bodies.
But the competitive nature of eating disorders often makes it difficult to press the “delete” button.",07/22/2020
'We can't afford to wait': Many coronavirus relief measures are set to soon expire. But the crisis is still raging.,"A series of key coronavirus relief measures is set to expire soon even as much of the U.S. is still suffering deeply because of the pandemic.
Perhaps most crucial are expanded unemployment benefits, which are expected to terminate at the end of the month.
While unemployment benefits may be extended further, the aid is unlikely to be as generous as the earlier round.
And even if expanded unemployment benefits are extended, Republicans have signaled that they're not likely to be at the current level.
Some localities have started programs to provide rent relief, like Los Angeles, where more than $103 million in CARES Act money is being used for such purposes.",07/22/2020
AOC says a House Republican accosted her on the steps outside the Capitol,"Ocasio-Cortez said the congressman, Ted Yoho of Florida, initiated the first confrontation on the steps up to the Capitol ahead of votes on Monday.
Joined by fellow Rep. Roger Williams, R-Texas, Yoho then walked down the steps and said, ""f---ing bitch,"" The Hill reported.
I never spoke to Rep. Yoho before he decided to accost me on the steps of the nation’s Capitol yesterday.
🤷🏽‍♀️ https://t.co/WlG3xccwR7 — Alexandria Ocasio-Cortez (@AOC) July 21, 2020Williams told The Hill that he was not really paying attention to the exchange despite having been in close proximity to Yoho.
Wonder why Rep. Yoho hasn’t accosted me on the Capitol steps with the same sentiment?",07/22/2020
Trump signs memo to omit undocumented immigrants from census apportionment count,"It was not immediately clear how undocumented immigrants would be identified.
The administration tried last year to add a citizenship question for the first time in 60 years, but the Supreme Court blocked the Commerce Department.
Opponents argued that a citizenship question would discourage all immigrants from responding and jeopardize the constitutionally mandated count.
The Supreme Court has not directly ruled on whether ""persons"" includes immigrants, but lower courts have said undocumented immigrants should be counted.
""He tried to add a citizenship question to the census and lost in the Supreme Court,"" Ho said.",07/22/2020
Senate banking committee approves contentious nominee Judy Shelton for Federal Reserve board,"On Tuesday, the Senate Committee on Banking, Housing and Urban Affairs voted 13-12, along party lines, to advance Shelton’s nomination to the full Senate.
In February, the Banking Committee held a hearing for Shelton and Waller, but since then, the global economy has changed drastically.
The Federal Reserve is fiercely independent, but in recent years, President Donald Trump has attacked the central bank and its chair, Jerome Powell.
During his tenure, Trump has tried unsuccessfully to fill the two vacant board seats.
Members of the Board of Governors of the Federal Reserve serve 14-year terms.",07/22/2020
"Powerful Ohio lawmaker arrested for role in 'largest bribery scheme' in state history, officials said","Ohio House Speaker Larry Householder and four cohorts were arrested on Tuesday in what prosecutors called the “largest bribery scheme"" in state history.
Also arrested and charged were the speaker's adviser Jeffrey Longstreth, 44, former Ohio Republican Party Chairman Matthew Borges, 48, and prominent lobbyists Neil Clark, 67, and Juan Cespedes, 40, authorities said.
Mike DeWine called on his fellow Republican Householder to step down and labeled Tuesday ""a sad day for Ohio.""
The center of the scheme, officials said, was the formation a tax-free non-profit called Generation Now that was supposed to be a social service organization.
The Republican Householder is now on his second stint as House speaker, having held that position from 2001 to 2004.",07/22/2020
Biden says four Black women are on his VP list but won't commit to choosing one,"Former Vice President Joe Biden, the presumptive Democratic presidential nominee, told MSNBC on Monday that four Black women are on his shortlist for vice president — putting him closer to selecting a running mate a month before he accepts the party's nomination.
Biden told MSNBC's Joy Reid on the premiere of her prime-time show, ""The ReidOut,"" however, that he would not guarantee that a Black woman will be his running mate.
""I am not committed to naming any but the people I've named, and among them are four Black women,"" Biden said.
""Black women have supported me my whole career,"" Biden said.
He added, ""Both from vice president to Supreme Court to Cabinet positions to every major position in the White House.",07/22/2020
"Prince George, U.K.'s future king, turns seven","LONDON — Britain's Prince George, the country's future monarch, celebrated turning seven on Wednesday.
To mark the event, the palace released pictures taken by his mother Kate, the Duchess of Cambridge, showing the young prince in a t-shirt and flashing a gap-toothed smile in the sunshine.
George is third-in-line to the throne after his grandfather Prince Charles and father Prince William and is the eldest of the Cambridges' three children — his sister Charlotte is five and brother Louis is two.
Britain's Prince George of Cambridge.
Many of the lockdown measures are beginning to ease in England, with the young prince expected to celebrate his birthday at home.",07/22/2020
"Russia launched cyberattacks and disinformation campaigns on U.K., study says","The U.K. report also says British authorities were slow to react to the possibility of hacking and should have acted after the hacking of the Democratic National Committee in 2016.
The U.K. report said Russia carried out ""pre-positioning activity"" on multiple countries' critical national infrastructure networks, including in the U.K., citing the country's National Cyber Security Centre.
This site is protected by recaptchaA Brexit-themed billboard depicting Boris Johnson waving Russian national flags in November 2018.
In his daily media briefing just before the report's release, Kremlin spokesman Dmitry Peskov denied any Russian interference in U.K. affairs.
""As such, Russia remains a top national security priority for the government.""",07/22/2020
U.S.-China tensions loom over Pompeo visit to U.K.,"Liu has previously warned the U.K. not to ""dance to the tune of Americans"" and instead urged Britain to pursue its ""own independent foreign policy.""
During his London trip, Pompeo discussed Hong Kong and the Chinese telecommunications giant Huawei with Prime Minister Boris Johnson.
On Monday, Britain angered China when it announced it would suspend its extradition treaty with Hong Kong.
Foreign Minister Dominic Raab told Parliament on Monday that an arms embargo would be extended to Hong Kong.
Australia and Canada suspended extradition treaties with Hong Kong earlier this month, while the U.S. has ended preferential economic treatment for Hong Kong and slapped sanctions on high level Chinese officials.",07/22/2020
Map: Track this summer's coronavirus hot spots across the U.S.,"The table below shows the current coronavirus hot spots, based on the change in the total number of new daily cases over the past two weeks compared to the total from the previous two-week period.
It will be updated daily before 11 a.m.",07/22/2020
More than half the country has issued mask requirements. See if there's a mandate in your state.,"In the age of COVID-19, the act of wearing a mask in public has become another front in America’s bitter culture wars.
But even amid the partisan divide, a growing number of states — including some led by Republican governors — are now mandating face coverings.
More than half the states had issued mask requirements as of Friday afternoon, a move that public health experts say will help stop the spread of the coronavirus as cases surge in many regions.
Asa Hutchinson, a Republican who had resisted a statewide mask requirement, issued one on Thursday, as did Colorado Gov.
Here’s a look at where masks are now mandated by state governments, according to NBC News’ reporting.",07/22/2020
Unemployment claims by state: See how COVID-19 has destroyed the job market,Know Your Value,07/22/2020
"Seeing the scale: Visualizing the 100,000 American coronavirus deaths",Know Your Value,07/22/2020
"Graphic: Coronavirus deaths in the U.S., per day","The news and stories that matter, delivered weekday mornings.
One hundred thousand coronavirus deaths in the U.S. was the low estimate.
The news and stories that matters, delivered weekday mornings.
Track the number of reported new deaths each day in the country and in the hardest-hit states.
See the number of new confirmed cases per day in each state here.",07/22/2020
Gag order lifted for 4 former Minneapolis officers in George Floyd case,"MINNEAPOLIS — A Minnesota judge on Tuesday lifted a gag order in the criminal case against four former officers charged in death of George Floyd, but said he would take under advisement a news media coalition's request to make body camera footage more widely available.
Even though the gag order was vacated, Hennepin County District Judge Peter Cahill said he expects all attorneys in the case to follow the rules on disclosure of information.
In announcing his ruling, Cahill said he agreed with defense attorneys' arguments that a gag order would be unfair to their clients and limit their ability to defend themselves against negative publicity.
Defense attorneys for all four of the former officers asked that the gag order be lifted.
The Associated Press is among news organizations that objected to the gag order.",07/22/2020
"A COVID-19 vaccine will work only if trials include Black participants, experts say","""And that's why I do what I do,"" said Hodges, a clinician at Infinite Clinical Trials outside Atlanta.
Translation: A vaccine might not work in African Americans if African Americans do not participate in the clinical trials to create the drug.
""Genetics related to racial differences make it essential that we be involved in broad-based and diverse clinical trials of medications and vaccines,"" he said.
Dr. Aletha Maybank said institutions must build relationships with Black communities to gain trust in clinical trials.
""When the patient with cancer hears, 'There's nothing else we can do,' they turn often to clinical trials,"" Hodges said.",07/22/2020
Police chief to retire over alleged remarks about gay deputy's COVID death,"DAVIE, Fla. — A South Florida police chief has announced his retirement months after an investigation into alleged remarks he made about the coronavirus death of an openly gay Broward Sheriff’s deputy.
Davie Police Chief Dale Engle told town officials last week that he plans to retire on Sept. 3, the South Florida SunSentinel reported.
This site is protected by recaptchaEngle was accused of saying Broward Sheriff’s school resource officer Shannon Bennett died because of his lifestyle.
On Monday night, Engle told the SunSentinel he didn’t make the remark.
Broward Sheriff's OfficeEngle had been with the department for more than two decades.",07/22/2020
Dem AGs sue Trump admin. to stop reversal of transgender health protections,"NEW YORK — A coalition of Democratic state attorneys general sued the Trump Administration on Monday, seeking to block next month’s implementation of a rule overturning Obama-era protections for transgender people against sex discrimination in health care.
Such groups say explicit protections are needed for people seeking sex-reassignment treatment, and even for transgender people who need care for common illnesses such as diabetes or heart problems.
California Attorney General Xavier Becerra and Massachusetts Attorney General Maura Healey, both frequent Trump foes, assisted James in crafting the lawsuit.
Becerra said implementing the rule while coronavirus continues to rage across the country is especially cruel.
“But authorizing discrimination in our health care system at this time, when our nation is suffering through a pandemic, is unbelievably immoral.”Follow NBC Out on Twitter, Facebook & Instagram",07/22/2020
Madonna says Russia fined her $1M for gay rights speech but she didn't pay,"Madonna said Sunday that the Russian government fined her for a speech she made supporting LGBTQ rights at a concert in St. Petersburg eight years ago.
Madonna told the audience that they had the power to make a difference through love, according to the video.
“Are you with me?”Crowds cheered as Madonna asked them to show their appreciation for the gay community, asking repeatedly if they were with her.
Tour dates from Madonna’s “MDNA” world tour did show her scheduled in St. Petersburg on August 8, 2012.
Russian society has maintained intolerant stances toward the LGBTQ community, despite decriminalizing homosexuality decades ago.",07/22/2020
"Transgender Facebook content dominated by right-wing sources, study finds","Anti-transgender Facebook content shared by right-wing news sources generated more engagement than content from pro-transgender or neutral sources combined, according to a Media Matters for America study of 225 viral social media posts.
The majority of Facebook interactions with content about transgender topics were on items posted by virulently anti-trans websites.
In total, seven of the top 10 sources for interactions on popular transgender Facebook content were anti-trans sites.
Media Matters for AmericaTrans activist and writer Raquel Willis said she was unsurprised by the finding that Facebook interactions about transgender issues are dominated by sources that oppose transgender rights and degrade transgender individuals.
Conservative posts comprised the top five most-interacted-with pieces of trans content and 14 of the top 20.",07/22/2020
"250 Asian American and Pacific Islander elected officials, leaders announce Biden endorsement","More than 250 prominent Asian American and Pacific Islanders (AAPI) have endorsed Joe Biden.
The diverse group includes members of the Democratic National Committee and elected officials, as well as a few leaders in the arts.
The Asian American electorate has grown significantly in the past 20 years, ballooning by 139 percent, according to a 2020 Pew Research report.
Moreover, the Asian American electorate is composed of a majority of naturalized immigrants, who account for two-thirds of the group.
Wanika Beatrice Fisher, Maryland General Assembly● Rep. Chris Chyung, Indiana House of Representatives● Rep. Aaron Ling Johanson, Hawaii House of Representatives● Rep. Dee Morikawa, Hawaii House of Representatives● Rep. Della Bellati, Hawaii House of Representatives● Rep. Gregg Takayama, Hawaii House of Representatives● Rep. Jimmy Tokioka, Hawaii House of Representatives● Rep. John Mizuno, Hawaii House of Representatives● Rep. Kobayashi Bert, Hawaii House of Representatives● Rep. Kyle Yamashita, Hawaii House of Representatives● Rep. Nadine Nakamura, Hawaii House of Representatives● Rep. Romy Cachola, Hawaii House of Representatives● Rep. Sam Kong, Hawaii House of Representatives● Rep. Scot Matayoshi, Hawaii House of Representatives● Rep. Sharon Har, Hawaii House of Representatives● Rep. Stacelynn Eli, Hawaii House of Representatives● Rep. Sylvia Luke, Hawaii House of Representatives● Rep. Takashi Ohno, Hawaii House of Representatives● Rep.",07/22/2020
First Cambodian to return after deportation inspires others after gaining U.S. citizenship,"Seven months later, he became the first Cambodian deportee to return to the country.
And on June 24, he became the first Cambodian returnee to become a U.S. citizen, emerging as a symbol of hope to his community.
That law allows individuals no longer in criminal custody to file a motion to vacate a conviction or sentence based on two reasons.
Citizenship is a possibility not only for Cambodian returnees, but also those facing deportation who are able to get their removal order terminated.
If an individual's order is terminated, their status will be reinstated.",07/22/2020
"Seven South Asian film festivals in U.S., Canada to hold one big virtual gathering","Seven South Asian film festivals in the U.S. and Canada have decided to merge their efforts into one online event running Oct. 3-17.
The festivals that are merging their efforts are: Tasveer South Asian Film Festival in Seattle; Chicago and Washington, D.C., and Vancouver fests; Mosaic Intl.
festival in Toronto; Nepal America fest in Maryland; and the South Asian Film Festival of Montreal.
These festivals showcase films from India, Pakistan, Bangladesh, Nepal, Afghanistan, Bhutan, Maldives, Tibet and Sri Lanka.
In a statement the Coalition of South Asian Film Festivals said it is curating cutting-edge, critically acclaimed films and making them accessible to the public for free.",07/22/2020
Taiwanese immigrant who invented N95 mask on working amid COVID-19 racism,"Peter Tsai, the Taiwanese American inventor of the N95 mask technology, shared his thoughts on working in a time of rising anti-Asian sentiment and anxieties due to the coronavirus pandemic.
Many have hailed Tsai as a role model for working in spite of the difficult conditions for many who have similar backgrounds.
Immigrants, he said, must work harder and contribute more to society than native-born citizens to gain respect.
""If you think you need to work harder in order to get the same position and then it is unfair.
If you think of it another way, to work harder is my hobby,"" he said.",07/22/2020
"A Latina trailblazer: Esther Salas, federal judge whose son was killed, described as 'mentor'","As New Jersey's first Hispanic U.S. District judge, Esther Salas has long been seen as an accomplished and admired Latina legal trailblazer.
“A lot of hearts are breaking right now,” David Lopez, co-dean of Rutgers Law School told NBC News.
“There is a tremendous amount of love in our law school community for Judge Salas.
Prior to that, she was New Jersey’s first Latina federal magistrate judge and worked as a public defender and in private practice.
Judge Salas is not only a Past-President, but most importantly, she is a mentor, a friend and our family.""",07/22/2020
Vanessa Guillén's grandmother travels from Mexico to Houston to say goodbye to the soldier,"Vanessa Guillén, traveled from Mexico to Houston, Texas, to say goodbye to her granddaughter.
The Army found the remains of Guillén’s dismembered body two months after she was last seen at Fort Hood on April 22.
Aaron Robinson, a suspect in her slaying and a fellow Fort Hood soldier, shot and killed himself as police moved in to arrest him.
Lorenza Almanzas, the grandmother of slain Fort Hood soldier Vanessa Guillen, gives an interview to Telemundo.
On Friday, Guillén’s family attended the closed memorial service for her at Fort Hood, according to Stars and Stripes.",07/22/2020
Latinos boycotting Goya say it's not about politics. It's about standing against Trump's 'hate',"A performing artist based in New York City, Alvarado is boycotting Goya Foods.
“We’re all truly blessed, at the same time, to have leader like President Trump who is a builder,” Unanue said.
For Alvarado, boycotting Goya Foods is personal.
The “Boycott Goya” movement, some Latinos say, is more about taking a stand against the president’s bigotry than about punishing a once-beloved brand.
“Giving passionate, public praise to President Trump, and then not backing down from the backlash, does not strike me as wise,"" she said.",07/22/2020
"Teddy Roosevelt's 'racist' and 'progressive' legacy, historian says, is part of monument debate","This contradiction in values, according to military historian David Silbey, points to Americans' complicated history regarding race.
The Cornell professor sees in the Spanish-American War of 1898 an example of the politics and racial attitudes that would influence U.S. policy.
The New York Times published a speech by the leader of the Ethical Culture Society on Spanish character, 18 days before the outbreak of the Spanish-American War.
For New York University professor James D. Fernández, an expert on early Spanish immigration to the United States, newspapers from that era racialized Spaniards during the Spanish-American War.
“One of the perils of being a historian is that there aren’t any good people in history,” he said.",07/22/2020
"How to heal dry, cracked heels, according to dermatologists","A long winter and spring stuck inside in the dry air may have made the skin on your feet, especially your heels, super dry — dry enough to crack like a fault line.
We asked board certified dermatologists Sheel Desai Solomon, MD, founder of Preston Dermatology & Skin Surgery in North Carolina and Samer Jaber, MD, founder of Washington Square Dermatology in New York City, what causes dry, cracked heels and the best treatment for dry heels.
IN THIS ARTICLE What causes dry, cracked heels | How to care for dry, cracked heels | Treating dry or cracked heels | What if over-the-counter treatments don't work?
What causes dry, cracked heels“Cracked heels occur when you have a disruption of your skin barrier,” explains Jaber.
How to care for dry, cracked heels1.",07/22/2020
"Face masks for kids and how to buy them, according to experts","While some Americans are still reluctant to wear face masks, parents shopping for face masks face a unique set of circumstances.
We’ve previously written about where to find face masks in general — as well as what to know about face masks from Etsy and other major brands, as well as masks with filters.
Otherwise, you should follow the general guidance on face masks: The CDC has outlined five criteria to keep in mind.
Popular retailers offering face masks for kidsBelow is our list of kid's masks that have both a comfortable fit and kid-friendly design — style matters, after all.
The online retail marketplace has rounded up those making kid’s face masks, with quality options and fast shipping.",07/22/2020
"13 best skin care products for oily skin, according to experts","If your skin looks as shiny as a disco ball come lunchtime, then congratulations: You have oily skin.
“That said, having too much of it makes our skin shiny, can clog our skin pores and causes acne breakouts.”So what causes oily skin in the first place?
“In order to balance the oiliness of their skin, people with oily skin need to look for products that will remove excess oil from their skin without over-drying,” Harth says.
If you have oily skin, chances are you’ve skipped sunscreen at some point because it can make your skin even shinier.
“This is a product that photographers and makeup artists have used for years to combat oily skin on set,” Pruett notes.",07/22/2020
"Best anti-aging creams, serums and more, according to experts","So look for a serum with antioxidant ingredients: vitamin C and green tea extract are two of Shah’s favorites.
that contain added anti-aging ingredients.
“It has the power of two anti-aging serums packed into one pump,” says Libby Rhee, DO, dermatologist in New York City.
Tsippora Shainhouse, MD, dermatologist in Los Angeles, likes this multi-purpose serum because it contains a number of anti-aging ingredients to target different signs of aging.
“It’s infused with hyaluronic acid and peptides to help reduce the appearance of fine lines,” she says.",07/22/2020
"Best sunscreen for kids, according to dermatologists","For the child who just doesn’t want to wear sunscreen, this glitter-packed sunscreen is a game-changer.
“This is a completely mineral based sunscreen and a great way to get kids excited about putting on their sunscreen,” says Bard.
Solomon cites Aveeno as one of her go-to brands when looking for a good kids’ sunscreen.
This mineral sunscreen has a mild, hypoallergenic formula that won’t cause irritation or stinging, and it’s water resistant for 80 minutes.
Mark likes this sunscreen for kids because it’s made with 21% zinc oxide and safe for babies six months and up.",07/22/2020
COVID-19 immunity: Virus antibodies may fade fast but protection may not,"“Infection with this coronavirus does not necessarily generate lifetime immunity,” but antibodies are only part of the story, said Dr.
The immune system remembers how to make fresh antibodies if needed and other parts of it also can mount an attack, he said.
Antibodies are proteins that white blood cells called B cells make to bind to the virus and help eliminate it.
The results “call for caution regarding antibody-based ‘immunity passports,’ herd immunity, and perhaps vaccine durability,” the California authors write.
That’s true, Creech said, but other parts of the immune system also help confer protection.",07/22/2020
"Venus, long-thought dormant, shows signs of volcanic activity","Scientists have identified 37 volcanic structures on Venus that appear to be recently active — and probably still are today — painting the picture of a geologically dynamic planet and not a dormant world as long thought.
This site is protected by recaptchaMany scientists long had thought Venus, lacking the plate tectonics that gradually reshape Earth’s surface, was essentially dormant geologically for the past half billion years.
“Our work shows that some of that interior heat is still able to reach the surface even today.
Then they scoured radar images of Venus from NASA’s Magellan spacecraft in the 1990s to find coronae that fit the bill.
“In my opinion, many of these structures are indeed active today,” said University of Maryland geophysicist and study co-author Laurent Montesi.",07/22/2020
Vaccine trials show early promising results — but major challenges are ahead,"Two potential coronavirus vaccines have shown promising results in early trials, and while experts say it's encouraging news, they warn that some of the biggest hurdles still lie ahead.
For the Oxford-AstraZeneca and CanSino vaccine candidates, the next step in testing is known as phase three of human clinical trials.
The Oxford-AstraZeneca vaccine candidate has already progressed to phase three clinical trials in Brazil, South Africa and the United Kingdom.
In early trials, both vaccine candidates produced only minor side effects, such as fever and headaches.
But he didn't rule out that other surprises could be in store as the vaccine candidates undergo more detailed evaluations.",07/22/2020
"To fight online child sexual abuse, tech companies turn to a nonprofit startup","Thorn, a nonprofit that builds technology to combat child sexual exploitation, launched a tool on Wednesday to help small- and medium-size companies find, remove and report child sexual abuse material.
The tool, called Safer, is designed for companies that lack the resources to build their own systems.
According to Thorn, Safer has already detected 100,000 child sexual abuse images on these platforms.
The launch of Safer comes as record amounts of child sexual abuse material circulates online.
The tool also uses machine learning to proactively search for suspected child sexual exploitation material that hasn’t already been reviewed by law enforcement and flag it for human review.",07/22/2020
"What's with the new 'COVID fee?' Consumers are split on whether to pay more for drinks, dinner, or a haircut.","She argued that most insurance plans would already cover it, and that federal programs would cover loans for staff and supplies.
In protest she changed practices, describing COVID as a “new fee opportunity.”“I am fundamentally opposed to passing on short-term fees to patients,” Bari told NBC News.
It made me more comfortable going in, that they’re protecting me and their employees.”A Covid Fee appears on a restaurant receipt on June 5, 2020 in Miami.
When the customer posted the receipt to Twitter, the salon responded saying that delivering a safe salon commitment comes with additional costs.
Stephanie Fierman from East Hanover, New Jersey, said her regular hair and nail salons have raised their prices by 10 and 20 percent, respectively, explaining that it was due to additional “COVID handling” requirements.",07/22/2020
The Innovators: Inside Imran Khan’s big idea to revolutionize online shopping,"Verishop Co-Founder and CEO, Imran Khan, helped transform the social media landscape as the Chief Strategy Officer for Snapchat.
Now, Khan is taking his unique ability to capture younger demographics to his online shopping platform, Verishop.
The brand just launched a new iOS app fusing online shopping, social sharing and connecting brand stories with the products people want most.
In a wide-ranging interview, NBC News Senior Business Correspondent, Stephanie Ruhle, goes inside the mind of this trailblazing innovator.",07/22/2020
U.S. says China backed hackers who targeted COVID-19 vaccine research,"WASHINGTON — In the latest attempt to ""name and shame"" China’s government-sponsored cyber theft, the Justice Department announced an indictment Tuesday charging two Chinese nationals — both in China — with hacking governments, dissidents, human rights activists and private companies, including those engaged in COVID-19 vaccine research.
The indictment says the hackers operated both for their own profit and also for the main Chinese intelligence service, the Ministry of State Security.
In 2012, the former head of the National Security Agency called cyber theft, mainly by China, the greatest transfer of wealth in history.
The indictment said the hackers sought information related to COVID-19 research, but it does not allege they obtained any.
""More recently, the defendants probed for vulnerabilities in computer networks of companies developing COVID-19 vaccines, testing technology, and treatments.""",07/22/2020
Is it coronavirus or Lyme disease? Similar symptoms could create confusion,"“Lyme disease is just as common this year as it was last year or the year before,” Dr. Daniel Cameron, a Lyme disease specialist in private practice in Mount Kisco, New York, told TODAY.
What’s more, Lyme disease, which is caused by bacteria or a parasite in a tick, has a reputation for imitating other conditions.
There are a number of symptoms that could indicate either COVID-19 or Lyme disease.
This site is protected by recaptchaTo tell if it’s really Lyme disease, looking at everything is important.
For example, knowing the regions of the country where Lyme disease rates are more common can give some clues.",07/22/2020
How to find a gynecologist or pediatrician — as a Black woman,"Black women fare much worse: the rate skyrockets to 37.1 deaths per 100,000 live births.
Breast cancer death rates are also 40% higher for Black women compared with their white counterparts.
“Black women are dying four to five times the rate of anyone (else) in this country,” said Tracie Collins, the CEO and founder of the National Black Doulas Association (NBDA) based in Suwanee, Georgia.
Black women have inadequate access to high-quality health care.
There have been innumerable accounts where Black women, including celebrities, have cited racism and bias in health care.",07/22/2020
Are you dehydrated? 9 signs to watch out for,"Here are a few signs you might be dehydrated and tips to stay healthy all summer long.
Increased thirst and a dry or sticky mouth“If you feel thirsty, you’re already dehydrated,” explained Dr. Laura Goldberg of Cleveland Clinic Sports Health.
Lack of sweatAccording to Goldberg, this is one of the more serious signs of dehydration.
chills) because over-heating can alter your body's normal temperature 'set point,'” explained Goldberg.
“If you pinch your skin and it appears thin and doesn’t melt back onto your body quickly, you’re dehydrated,” said Goldberg.",07/22/2020
